ProspectID,LeadNumber,LeadOrigin,LeadSource,LeadScore,EngagementScore,TotalVisits,AverageTimePerVisit
9e85441e-b71a-4656-9a52-9ccf4b0d80d5,641829,Landing Page Submission,Google,90,30,5,113.25
cab05457-6ecb-4034-b9e4-cd36cf7931db,641827,Landing Page Submission,Google,90,0,2,4
96cf044c-2431-4bc9-ad10-ea1e4716bb92,641826,Landing Page Submission,Google,80,0,2,4
0041d12d-224e-4b59-8f04-bb79b7035408,641817,API,Google,120,20,2,559
8fe92f1a-1d93-472e-9ab3-91d0d9ac4f62,641781,Landing Page Submission,Direct Traffic,350,0,30,81.93
43ed8409-e707-4c54-a35b-3a6cfaea7efa,641763,Landing Page Submission,Organic Search,110,0,5,91
4a8d25e6-034c-4a13-8bc4-d4dd1de1a495,641743,Landing Page Submission,Google,180,60,2,35
53eb261a-c8a8-410b-9110-3025d9ac5d22,641734,Landing Page Submission,Google,140,0,6,93.8
efc0e08e-b83f-4e11-94f3-5e3bb6869905,641725,Landing Page Submission,Organic Search,160,0,8,91.83
12141b50-237c-44b0-9a2c-a9ae0403db80,641715,Landing Page Submission,Google,85,20,4,173
ab7109ae-d6c8-4f82-971b-b363d4c9b939,641709,API,Olark Chat,110,0,3,17
055cf2ac-2ed9-4505-9972-a4ce80b8bf89,641693,Landing Page Submission,Direct Traffic,280,110,16,115.9
cb2a224d-79ea-4a66-a150-61ad81abcec9,641684,Landing Page Submission,Organic Search,110,0,3,162.5
230d7033-ebc0-48dc-9975-f2a1d045b302,641673,Landing Page Submission,Google,130,0,5,380.33
b84e06ba-8fa3-4087-b54c-c8e34fb5e589,641668,Landing Page Submission,Direct Traffic,120,0,3,504
7e002798-43de-4c55-9ccb-6c2bebf7a8a7,641663,Landing Page Submission,Direct Traffic,40,0,1,0
19d0e9d4-b0e0-4308-ae77-0313251f4f3f,641652,Landing Page Submission,Direct Traffic,90,0,3,6
0d7ff86f-8b22-477c-a429-335b2edbb3b4,641647,Landing Page Submission,Google,130,0,6,188.6
69645f76-e023-47d8-8ebc-528e250cbd30,641637,Landing Page Submission,Google,145,0,6,163.33
a102f416-85da-440d-ae44-d8f6f4ec8237,641633,API,Olark Chat,35,0,0,0
f82ba06c-77de-469f-aa14-daf916e138a5,641626,Landing Page Submission,Direct Traffic,80,10,2,137
0273d7ea-a5fb-4b7f-8c60-d57a846b273d,641623,Landing Page Submission,Google,80,0,3,59.5
c798a92a-117e-4d26-acd3-f8a31897e8bc,641619,API,Organic Search,70,0,2,241
e3d7f9af-1593-41e8-9682-c6ddfb9ee1b7,641612,Landing Page Submission,Direct Traffic,90,0,2,130
b3c94e33-69da-4163-a97e-a4825e233f95,641603,Landing Page Submission,Google,55,0,2,48
ff31e840-8fc7-45d0-a399-59accdb1f7dc,641602,API,Google,90,40,3,93
1451a32b-16de-482e-825e-8cef8c017064,641585,API,Google,140,0,9,188.2
8aa2c934-3345-44ec-90b9-536676b8c991,641584,Landing Page Submission,Google,235,0,5,69.5
263b90ba-5fc2-4422-a917-b323864605e1,641576,Landing Page Submission,Google,145,80,10,157.63
6ebbcea0-8fe9-433f-9372-bac440f7a0d4,641566,Landing Page Submission,Google,150,0,7,227
e14ec4a1-bac1-4159-b474-6a038bd1ff7d,641547,Landing Page Submission,Google,280,0,6,144.8
cb998f04-8bc4-404a-a547-75f320f98e5a,641546,Landing Page Submission,Google,90,0,3,76
7eaa2c93-4594-41ea-95df-1f76b247794b,641545,API,Google,80,0,3,547
9a944bab-dd79-41e6-b09d-3653474ee8cd,641543,Landing Page Submission,Google,225,0,4,87.67
e4ffd86d-576d-4141-b737-bc2369899d5d,641523,API,Google,60,0,1,0
1e88ed63-b10c-4884-a970-8f6fc2d5ed56,641510,API,Google,60,0,2,308.5
f075d791-e8e8-4bb1-b728-cde02475e534,641507,Landing Page Submission,Organic Search,110,40,5,75.5
589c2db6-53d7-4022-8fdf-4d86fd432292,641495,Landing Page Submission,Google,140,80,3,271.5
7e2e59c8-90a1-4750-9581-368f7da43f8e,641492,API,Direct Traffic,60,0,2,153
8a85ad71-ecd3-4e0a-ae0b-955e6cba13de,641481,Lead Add Form,Reference,10,10,0,0
7ea755a7-b96e-4f7e-b9a6-bc300ee6a32f,641478,Lead Add Form,Reference,0,0,0,0
853a4eda-6b40-4b78-b568-2745c79c555b,641471,Landing Page Submission,Google,80,0,4,43.67
1a303efe-2343-4cba-8f20-0f0c6c45cc81,641468,Lead Add Form,Welingak Website,-10,0,0,0
f3dfabd6-1fd3-4127-a995-b39a70b61ac7,641467,API,Google,60,0,2,176
1b83f36c-540c-4ae6-9aa2-8a5830a1794f,641459,Landing Page Submission,Google,160,0,6,119.67
7e5e87b6-5681-4db4-be93-2b552a152417,641455,Landing Page Submission,Direct Traffic,155,0,3,276
b6f9e995-91ec-4dd2-8a07-db7c80d015d6,641447,API,Google,120,80,9,118.86
984edf60-b0d6-4909-afe5-201ace5ef839,641441,Lead Add Form,Click2call,197,150,15,226.36
87702bc3-ec57-495c-9029-3a4e895e1aca,641424,Landing Page Submission,Google,125,0,4,203.67
0cb30e55-42e9-486a-a4fa-4c900c6f3389,641414,Landing Page Submission,Google,120,60,7,229.17
7cdaadc4-0d7f-4525-b8af-049f0e2379bc,641412,API,Google,60,0,2,968
f3af2d98-02db-45d7-bbf6-c641d6b4f4c3,641410,API,Olark Chat,20,0,0,0
d00c69eb-c067-4a40-b9ea-96c0bd450bdc,641405,API,Olark Chat,0,0,0,0
f43a6791-8904-41af-a48a-25b6f208713b,641392,Landing Page Submission,Google,70,0,2,34.5
2a0093e3-b06a-442a-8f20-3d3587edee57,641386,API,Olark Chat,65,40,0,0
d338bbe4-ef5d-4a6e-9b02-9cec2bfb36cd,641383,Landing Page Submission,Google,140,0,11,85
9e33ff1b-27ab-46bf-a94c-4789978c9ce8,641375,API,Direct Traffic,120,0,5,252
c97187ac-4fc7-48a4-ad99-c45475ab17eb,641366,Landing Page Submission,Google,220,150,11,151.67
670f10d8-d5db-4121-b27b-78bc20ce3d5e,641349,API,Google,80,30,3,507.33
01c12238-de39-43d0-ac0f-af17854156e9,641330,Landing Page Submission,Direct Traffic,130,0,3,46
b6459518-c4b4-4a5b-aef6-1480b7f78286,641324,Landing Page Submission,Google,80,20,4,138
3372c73e-8af8-443c-89dc-1a7423bc2859,641322,API,Google,70,20,3,234.5
1dbb330c-3427-4672-b651-3ede9db1f849,641312,API,Direct Traffic,100,50,6,169.8
386e2c46-5e6c-4414-aca5-4f27c0fef5de,641311,API,Olark Chat,10,10,0,0
833855bf-a9f9-40f9-95b6-b89ef4ab482c,641305,API,Organic Search,70,0,3,491.5
f687e4f3-1d55-4083-ba1e-9b40501339df,641291,Landing Page Submission,Organic Search,245,0,7,154.71
c89e2773-1d4b-4bb4-8361-bee120c418c0,641288,Landing Page Submission,Direct Traffic,150,60,3,54
8cb6d153-b70d-4def-b8e6-d247ab9f6161,641275,Landing Page Submission,Google,90,30,3,216
9baa348a-eb24-4690-b4ca-7d2954479123,641265,Landing Page Submission,Google,160,0,6,127.6
2a2f4333-d3ce-4f85-9194-b5570d3c84ab,641258,API,Organic Search,110,0,6,188.4
516cd1cf-e3d1-40fa-8332-be9338e3fc5c,641257,API,Google,170,0,2,616
b7f823da-9b4e-4609-96b8-5779298d0f03,641251,API,Olark Chat,0,0,0,0
19565e20-3607-491b-969d-71b40ddbc950,641250,Landing Page Submission,Direct Traffic,150,0,2,14
1574a399-3a4b-4a48-9ff9-db87e8c53c75,641248,Landing Page Submission,Google,130,0,8,293.4
a16ce3f5-b982-433b-a64d-eebec491e9ca,641228,API,Olark Chat,80,30,0,0
ec616356-2379-4311-b28f-1ffc7825666a,641227,Landing Page Submission,Google,190,0,9,119.63
cda4edfc-68bf-4765-907e-145169e91d3f,641213,Landing Page Submission,Google,80,0,4,125
1981022d-2da1-45d3-b03b-106843db73b3,641212,Lead Add Form,Reference,52,20,0,0
a7a75f1f-68a8-452f-a4b7-747029ada620,641196,API,Olark Chat,0,0,0,0
726565c6-64ad-40b9-a224-ef2a404c92e9,641173,Landing Page Submission,Google,95,30,6,438.17
c5e3534b-e56b-4e2b-9aac-27bc397f38ad,641170,API,Google,70,20,2,381
f7205529-0fc3-4b73-adc7-bf8c5f76dc2e,641155,API,Olark Chat,40,0,0,0
75fc8040-bc0c-441f-96bc-42551f7d28bb,641149,API,Google,100,0,3,176
67254b56-324a-4ac9-8dce-fd40d722008a,641144,API,Google,80,0,2,308
39a024b1-3535-4ce5-aa18-81a80291bf3e,641140,Landing Page Submission,Direct Traffic,120,0,4,75.33
3167169d-7a0a-42b6-9e20-7819c81ae5e9,641138,Landing Page Submission,Google,100,30,5,155.33
29ba6560-78b1-4fa5-922e-061e4f8ea3ab,641136,API,Google,70,0,2,0
4504380f-1932-41bb-833d-3dcb87b99fa2,641129,API,Olark Chat,0,0,0,0
de50fcfc-818b-46ec-afd3-8b1bebe2c82b,641124,API,Google,115,0,3,636.5
fdb72c0d-49fd-489f-b635-321dbe6a93cb,641118,Landing Page Submission,Google,230,0,5,142.5
6ba6e510-0cba-4b16-a292-2d83b62c0bfc,641113,API,Olark Chat,0,0,0,0
00fed49d-440c-411f-bfef-bc689f3e5c7e,641110,Landing Page Submission,Google,195,0,4,220.25
95ed0529-da0e-42ef-aa1e-54b740aa5ed0,641108,API,Olark Chat,0,0,0,0
32fd9f0e-0123-491e-a3db-b47d5ab4e2a8,641106,API,Olark Chat,0,0,0,0
c4f2ccdd-045c-4b4e-a860-dfce1012b1c3,641097,API,Google,70,0,3,291
f046b768-ccd9-480a-87e0-14d3bd4ae0fd,641093,Landing Page Submission,Direct Traffic,210,100,9,158.63
d1293b76-4ed1-43be-97ff-63cb3fe66489,641091,Landing Page Submission,Direct Traffic,160,0,2,246
673492fa-928c-423f-90f7-317f35973663,641084,API,Olark Chat,80,0,0,0
26fa3c57-3b92-4fbf-91bc-7501236172c9,641082,Landing Page Submission,Google,115,0,8,79.6
1522d9a2-5a37-44fe-baf1-540ce0bd0c4c,641072,API,Olark Chat,20,0,0,0
5df2711c-0bb6-4776-b376-870acf509b63,641066,API,Olark Chat,-10,0,0,0
65979174-21ab-4ff7-a306-2550fe7276f8,641062,API,Google,60,0,2,139
293f26f2-bf37-4615-899a-b94ef4176f78,641056,Landing Page Submission,Google,125,0,3,5.5
fad41d0e-9682-479a-a6f7-e36bfe2119ce,641053,API,Direct Traffic,100,50,5,518.5
c2b1a2de-99f2-4483-a057-1f99dbb78790,641040,API,Google,120,0,2,423
2f2ce7fe-904b-4426-b495-4d0c25513f12,641037,Landing Page Submission,Google,90,30,5,52
de3089d8-f8d8-48e5-94eb-868f44f9eff7,641025,API,Olark Chat,10,10,0,0
cf3597ea-5581-40b3-be84-a9ba57db5a8c,641017,API,Olark Chat,40,40,0,0
a7b1d47b-167b-4b03-a2dd-235cf1f50b61,641008,API,Google,110,60,3,386
e3fd8d81-9e92-4348-ba74-58106918b925,640995,Landing Page Submission,Google,155,0,5,43.8
2542d70a-1c2e-4b88-be85-1ff12d7c9de6,640974,Landing Page Submission,Google,150,60,4,125.67
945d62bc-94d5-47e5-b4e1-a3f3a63d5b0b,640972,API,Olark Chat,0,0,0,0
45dcb4d2-6f44-4ec9-a972-b1718918f143,640969,Landing Page Submission,Google,265,150,4,115.67
b413601e-162e-44e8-8a8e-7c542bb40aa4,640961,API,Olark Chat,0,0,0,0
e4e4a832-52d0-4097-b27e-c106e46a9407,640957,Landing Page Submission,Direct Traffic,100,30,2,9
7ce4ef36-702e-426d-8150-cca7fa5a2d40,640952,API,Google,60,0,2,373
bd5addd7-4b5d-41a4-bf0b-a1c79f8d2ded,640928,Landing Page Submission,Google,55,0,3,73
15cd7942-3a59-4102-8f18-cfbffb7052b1,640921,API,Google,60,0,1,0
029d8a9e-6d0a-4238-b5b7-26f460f99480,640909,Landing Page Submission,Google,85,0,4,89.67
bd5e6d5f-38d3-46a9-b8bb-898af05146df,640896,Landing Page Submission,Direct Traffic,100,0,2,4
9b3981a0-23fb-4b62-8375-209079d82f4c,640890,API,Organic Search,80,0,2,113
628e9830-4ec8-43c3-a7c6-747de071801d,640869,API,Google,90,0,3,192
f33376d3-3679-433f-a45e-4169210ac63e,640866,API,Olark Chat,20,0,0,0
03ccc6c9-80b5-4e69-8317-0c45e7c3a30f,640818,Landing Page Submission,Direct Traffic,140,0,2,2
65ba7cf1-54e8-4676-88e0-ccc1a5fb4afe,640809,API,Olark Chat,0,0,0,0
d4f5b6f7-ef39-42d5-80fa-bfc762ee817f,640806,Landing Page Submission,Direct Traffic,170,0,2,3
9936e0cb-7358-4f07-9c06-ace8e6563e77,640799,API,Olark Chat,90,70,8,432.67
712055c7-9c5a-420c-b2ac-c9e53e3b7b59,640771,Landing Page Submission,Direct Traffic,120,0,5,4
bdec12de-5701-4c4d-8952-75f974b8c235,640766,Landing Page Submission,Organic Search,100,0,3,168.67
5c5f84ae-e078-46d4-ace4-dd80284c9e14,640752,API,Olark Chat,45,20,0,0
adeaed00-e818-4f18-bdc2-316f2c7e9bbd,640751,API,Google,60,10,2,213
d81451ea-4a54-4c9b-b6c1-2fe841266e9f,640717,API,Google,100,50,3,235
a3f4a3ce-e6d5-4d38-9c2f-5ae9164bc96e,640716,Landing Page Submission,Google,160,0,5,52.25
bdfc8c07-32e7-485a-9a8d-5e9c384ff61d,640714,Landing Page Submission,Organic Search,295,120,13,268.44
c94181bc-6a7e-4271-837b-129134f2f54c,640707,Landing Page Submission,Direct Traffic,190,0,2,2
e5f878ba-0f4b-4f37-88e4-549c1b3f964e,640698,Landing Page Submission,Direct Traffic,60,0,1,0
90861ede-ae8b-4e13-aa38-ab6763611270,640674,API,Olark Chat,90,0,0,0
42892ba2-48ab-4736-98c8-c670a29c1018,640652,API,Olark Chat,100,0,0,0
bfeb34e0-1c3c-45e9-a291-a00533f9696d,640643,API,Olark Chat,0,0,0,0
0f17ffc1-9ddb-46cb-9b56-814d760888b8,640642,Landing Page Submission,Direct Traffic,205,0,9,84.25
f80d563d-54c2-457c-a575-58b4838c3f38,640639,API,Olark Chat,0,0,0,0
ed869468-e7b2-424e-b75d-016a9086620d,640630,API,Olark Chat,40,20,3,132
2e78bb85-8eed-46ed-a22f-25300afec646,640629,Landing Page Submission,Google,90,0,5,40.33
2b00b660-24d5-4a74-bab6-4419c78a4b1b,640614,Landing Page Submission,Direct Traffic,150,0,2,13
a36fa2d9-0458-4c9f-9a32-c2313170bcb5,640598,Landing Page Submission,Organic Search,120,0,3,35
c65fac2d-af5c-42ba-a5b8-848e5ca8e10d,640590,Lead Add Form,Welingak Website,95,0,0,0
db638451-95bb-447a-b582-82abb4c2e912,640584,Landing Page Submission,Direct Traffic,125,0,3,455
ed91d766-cd13-47ff-993c-1a9fdbd7826e,640577,API,Google,130,80,4,255.33
9269a8c9-96eb-439f-8cff-717d5bd596b9,640576,Landing Page Submission,Google,95,10,5,33.33
88559855-c65b-45ff-82bb-87b664f07dd8,640572,API,Olark Chat,0,0,0,0
9a58781a-9495-4273-8026-74338dbfb203,640542,Landing Page Submission,Google,215,0,3,561.5
dbede599-8b21-4a63-b21b-32f7dbda997b,640537,API,Google,90,40,2,0
d664980b-a405-4302-af89-5a1282a1b2b7,640527,API,Olark Chat,0,0,0,0
72bf64d4-df91-4a55-85ed-d11be0f76dae,640525,Landing Page Submission,Google,80,20,2,8
4ba28e45-3cac-4184-b11a-f3d9337d648d,640506,API,Olark Chat,100,0,0,0
faa43523-ce8d-4404-a1a6-ed66a924fa66,640502,Landing Page Submission,Google,85,0,5,60.25
04e561d0-a90d-4f4e-b960-19c02002aed0,640498,Landing Page Submission,Direct Traffic,170,0,6,151
72027c75-b219-4df1-894a-777986040e47,640494,Landing Page Submission,Google,70,0,2,175
de276444-b7f8-4edc-b359-8daec3f0b761,640469,Lead Add Form,Reference,10,0,0,0
e2089bd4-0bf0-4efa-96fe-c4472c5f2bd3,640459,Landing Page Submission,Google,95,30,6,67
f0cb4b7e-f8a7-4264-bfd6-6cbd435964aa,640456,API,Google,90,0,2,133
5aec0788-0231-4ee7-ace2-68b08df37d0b,640453,API,Google,70,0,2,316
23e2a663-98ac-4e4e-8aa1-fb4441c56c0c,640446,Landing Page Submission,Direct Traffic,110,30,5,22
037934ec-d69c-4c75-9974-b8d8ccd1cb05,640442,Landing Page Submission,Organic Search,375,80,4,106.5
49871db3-ebf6-47ef-b670-1ba8cda1a44b,640435,Landing Page Submission,Google,185,0,4,255
edfa8fe2-08d6-43ef-9659-0f8b9ef1d904,640421,API,Olark Chat,0,0,0,0
d36acc33-3cda-462c-8770-e4cfd5fc645f,640415,Landing Page Submission,Direct Traffic,80,10,3,78
468de7b0-e59b-43df-8327-9df9ae7833b4,640411,Landing Page Submission,Direct Traffic,255,0,6,161
915a5881-6089-444b-8d69-6625c410c746,640398,API,Google,70,0,3,347.5
6ec754a0-3bd9-4dd6-b48f-bbcc6fa21c23,640391,Landing Page Submission,Organic Search,170,100,11,164.2
58e1d43b-8c87-41cb-a502-f5a98204269d,640387,Landing Page Submission,Organic Search,100,30,4,90
8877d5b6-e205-4d82-81d1-a3f4077f1f7a,640385,API,Google,200,0,10,475.11
85389c7a-68aa-4a6e-b1fa-6128042b2f7f,640384,API,Organic Search,80,0,3,216.5
9089c550-03ec-473e-a5ab-29fd7314d76f,640373,API,Olark Chat,0,0,0,0
c0b099d8-3e41-406f-8f57-40d841197590,640364,Landing Page Submission,Google,135,50,3,140.5
bf86a7fc-b401-4163-bc92-47cd299cdf9a,640348,Lead Add Form,Welingak Website,10,10,0,0
13da7f5d-43cf-48fa-90c7-84d20e7c978d,640332,Landing Page Submission,Organic Search,90,0,5,182
528e9c7c-0cd1-448b-b41b-c23b98f97941,640331,Landing Page Submission,Google,155,0,3,362
7fc2e400-76f2-4cfd-a456-d1eefedf12d1,640326,Landing Page Submission,Google,185,0,3,24.5
afc7a894-063d-454e-99a5-ab120461622a,640325,API,Olark Chat,0,0,0,0
b00bb4a1-22f0-4d3c-a10b-1cf90738b4b5,640308,API,Olark Chat,-10,0,0,0
c62f80aa-8277-4e71-931d-b0baa82bb307,640295,Lead Add Form,Reference,0,0,0,0
464c0bf4-6bf6-41f9-bb41-5f75adb51b70,640278,API,Olark Chat,10,10,0,0
9084b3c1-05da-47c0-8f91-7d13bc9e5180,640266,API,Google,60,0,1,0
0ba1c57d-87ab-4ae6-9c48-b94e24da84e3,640258,Landing Page Submission,Direct Traffic,265,170,2,17
380b68e2-5b34-4636-ab5f-5c674fdfba4b,640256,Landing Page Submission,Google,305,210,4,369
89f64bd5-5796-4262-abaa-784685b53a25,640238,Landing Page Submission,Organic Search,230,0,14,214.5
d64b99df-19da-4f8b-a539-818e1e8111f6,640235,Landing Page Submission,Direct Traffic,70,0,2,7
78682598-f29e-4778-b0ff-8b587406c897,640222,API,Olark Chat,0,0,0,0
b149359e-7673-4d2c-8b11-b468728a21e9,640219,API,Google,140,0,3,133
d6d290e0-6f22-4365-9fcd-2a4f2eca8795,640205,Lead Add Form,Reference,145,120,7,126
d41b76fd-e215-463c-a9be-6dcfc2440e90,640191,Lead Add Form,Reference,105,60,3,82.33
77b04f34-7bad-4022-a7a9-655ea3da89d3,640187,API,Google,100,50,2,373
2fb300e6-b60e-444b-9f1d-cc64171d7dad,640177,Lead Add Form,Reference,30,0,0,0
bfa67b01-2192-4699-9c73-d5ad13f64edc,640156,Lead Add Form,Reference,70,20,0,0
dd85c121-f94b-4d77-8810-5d456308c920,640149,Landing Page Submission,Google,125,60,5,79.5
54ccbb30-97f2-4161-b3d2-9eceda53bdb7,640135,Landing Page Submission,Google,75,10,4,338.5
586b4107-107c-4e75-9756-0fc8f31345ec,640133,API,Google,70,0,3,389
345d4648-97e3-4c68-989f-7ee0cc52c9a8,640127,Landing Page Submission,Direct Traffic,60,0,1,0
001b0ad3-9096-4af8-8205-912f5c6dafd8,640120,Lead Add Form,Reference,10,10,0,0
06f5b430-a45a-4de2-9aca-e13ee0a43589,640115,Lead Add Form,,20,20,0,0
9782f2f4-c8b8-46b5-8c53-ae8954651291,640112,API,Google,60,0,2,150
00e44407-79f1-470b-931d-ad2a8588aa1c,640108,API,Google,60,10,2,493.5
9fac8673-0bab-46b1-9494-e367befe2cf1,640107,Landing Page Submission,Google,120,0,4,194
d64b12e7-50a3-4b29-b32d-cc9f9321810f,640096,API,Google,105,20,3,132
e7524e35-923e-4c9f-800d-b18e1a6c5e3b,640081,Lead Add Form,,20,20,0,0
b7340237-e41b-4aad-bbfb-8b6aacbeb2af,640073,API,Google,125,50,5,208.2
ede9bbc5-8db3-443e-a984-e1fcd2a636b7,640071,API,Google,90,40,5,525.25
f8387749-46b8-46c9-b907-53dbc08cba67,640067,API,Olark Chat,10,0,0,0
e2d9a6b3-110c-4edb-8e7f-176532e6d264,640057,Landing Page Submission,Google,215,130,10,170
d462a18f-4cb5-49ea-8b91-547f27bf8150,640041,API,Olark Chat,60,0,0,0
8ff5ecfb-cd75-4957-8c4d-76561886c3db,640040,Landing Page Submission,Google,115,30,3,393.67
af7c7fd6-e5c3-4e17-819f-2eb55e534dd2,640035,Landing Page Submission,Google,240,130,9,316.63
81781fc9-f2f4-4568-9733-fc9de7a2a687,640032,Landing Page Submission,Google,115,0,4,48
81c66eb4-c796-408c-b047-73fe7b68e61b,640027,API,Olark Chat,0,0,0,0
09f4e67b-c462-48a2-9c15-5d707364b8a9,640025,API,Organic Search,150,0,5,456
5474d1a2-6fa1-4a27-b013-e7a5fad6efe1,640024,Landing Page Submission,Google,100,0,3,15
2a9dae43-c851-435b-8072-a212d5e27123,640021,API,Google,60,0,2,268
c24960e2-36f9-48d4-a3c8-3d1deb682362,640009,Landing Page Submission,Google,155,0,5,232
ddc45182-af2c-4831-8ab0-bed64a9e508f,640007,API,Google,60,0,1,0
0e15e3d4-696d-48f7-9287-fbaab98c72cb,640002,Landing Page Submission,Google,105,0,4,174.75
6f082167-caf3-4074-b0f8-50f205f7de61,639981,API,Google,170,0,4,365.5
2f05c349-17b3-4c63-adae-607a649c190c,639977,Lead Add Form,Reference,0,0,0,0
b4804770-1d93-43ea-97fb-c33fbc2d5457,639967,API,Google,120,70,2,122.5
77ff20ad-4a83-4016-82f2-838db123753e,639937,API,Google,70,0,2,52
b8e4ab48-ca50-4f03-aec2-08d266b10d0c,639895,Landing Page Submission,Google,100,0,5,17
231be3f4-e223-42e7-928f-00127c6b1906,639881,Landing Page Submission,Google,110,0,5,180.67
e48c66a7-a73f-4f7b-aa04-53fe1b11bcc4,639874,API,Olark Chat,145,0,0,0
af64b984-5e5d-4f0d-b853-4b35ee8e16ae,639869,Landing Page Submission,Direct Traffic,130,0,3,221.5
554ceab0-fb2b-4c6e-b8d3-d4cfc93172c9,639868,API,Direct Traffic,170,130,13,111.88
534fae52-7316-4baf-b145-4512192f4911,639866,Landing Page Submission,Direct Traffic,160,90,9,223.71
fb8dd4c0-7507-4c34-9bef-674057bb769e,639863,Landing Page Submission,Direct Traffic,100,0,4,214.33
48381801-a549-4962-bfc4-7ae6dc2ee7f0,639859,Landing Page Submission,Organic Search,165,70,3,2
c6fd6a4e-52d0-4e7d-84b9-825c0efed10f,639858,Landing Page Submission,Organic Search,50,0,3,244
d8198fc5-de22-40d5-8e5f-f6a7498ca519,639852,Landing Page Submission,Direct Traffic,110,0,4,47.67
30f5e1a5-5849-4079-842c-63d2a333e406,639824,Landing Page Submission,Direct Traffic,345,260,13,125.86
d2930567-8641-4fc3-a601-05cc098a6a17,639815,Landing Page Submission,Direct Traffic,80,0,2,5
bc76e9ca-f2bc-42d3-b987-122736622040,639774,Landing Page Submission,Google,225,0,4,237.25
755f6951-dcf7-478e-8bd5-dc81e99a8c45,639772,Landing Page Submission,Direct Traffic,265,0,7,244.5
1866a4e4-a95e-43d5-833a-589a82c706e6,639754,Landing Page Submission,Google,95,0,3,253.5
23f7ade4-97d7-4d82-b12a-88a6a9f9a9f9,639722,Landing Page Submission,Direct Traffic,140,50,3,6
c268e6bb-2964-4568-b0f5-09c10c85f12b,639710,API,Google,130,80,3,216
7944a170-ad63-456b-a3f6-c2e19c6374fc,639709,API,Google,60,0,1,0
b7c97d7a-10e4-45fa-ba15-58e2b610b2b8,639704,Landing Page Submission,Google,205,0,4,41.33
a393dd4b-a186-42ce-aead-b943aa70494d,639685,Landing Page Submission,Google,80,0,2,9
8aec6bc2-7d79-473e-9c3d-0dde74d797a3,639636,Lead Add Form,Reference,20,0,0,0
f78d3225-b688-4306-bc2e-864a72e10da0,639624,API,Olark Chat,0,0,0,0
411befd4-a6e8-42fd-9635-b5ab30ede64c,639620,Landing Page Submission,Google,150,20,8,125.2
c54ed9d9-94af-4413-a57e-4c39c40c7d69,639615,Landing Page Submission,Google,110,0,5,42
efde8cc2-ea93-4a77-bf92-6d16d04c59da,639603,Lead Add Form,Reference,20,20,0,0
6e161e2b-6cdf-43e5-ba7f-c2ad4fef9366,639602,Lead Add Form,Reference,0,0,0,0
1e1cac0a-1614-4e23-ac68-6978a7ae365b,639600,API,Olark Chat,10,0,0,0
029f013f-c74c-4501-b0cc-0fa1fdbf4652,639594,API,Olark Chat,0,0,0,0
6b87b94b-4ff2-4543-b559-ec2cad8bd99c,639589,API,Google,130,0,2,1131
5629347c-5767-427a-b01f-9b259fe56941,639585,Landing Page Submission,Direct Traffic,100,0,4,41
02c53731-058f-459e-87dd-ac2d806b3c4c,639583,Landing Page Submission,Organic Search,220,150,7,152.83
b2711961-6a1f-4ed8-9ef7-80df7b31ea05,639580,Landing Page Submission,Direct Traffic,100,0,4,73.67
2b17cef2-d7b7-4c89-9426-465c75f2a466,639577,API,Google,100,50,2,1013
8b711a3a-2409-4523-b262-e5a2d9670906,639575,API,Olark Chat,30,0,2,0
fea00034-65c0-499f-8423-84daba74c7e3,639571,Landing Page Submission,Organic Search,220,150,4,243
6b87f46b-51e2-4283-9b7a-9698f1c5f8ca,639564,API,Olark Chat,20,20,0,0
54e166aa-7434-4e7d-a886-0bd649bf77fe,639547,API,Olark Chat,-10,0,0,0
b6e4cb93-8ca2-4063-addf-9f86f3c0dc0d,639541,API,Organic Search,220,0,16,153.14
4432dce6-e555-4b83-bb02-0b2d3da9b479,639530,API,Olark Chat,0,0,0,0
e3a1ba17-f42a-4617-aed9-ae87af386e78,639528,API,Olark Chat,10,0,0,0
a602f8c0-f90e-43c7-bbae-77cad039c1f7,639518,Lead Add Form,Welingak Website,50,50,0,0
f3d3bb76-482f-4ca6-90a1-5c49ba2622d4,639509,API,Olark Chat,0,0,0,0
2252f23e-b679-4710-887d-910b93ddd661,639507,API,Google,80,30,2,225
33c45a38-45d9-4838-8495-903093d397b2,639506,Landing Page Submission,Direct Traffic,175,0,2,166.5
bbde6fc3-babe-44eb-971f-17e8f5218f05,639504,API,Google,60,10,2,133
d546d19c-b105-49ba-b478-a69c19cd2abd,639471,API,Google,135,70,3,355
047d3e91-4df4-433b-97dc-27a4f3e7ce1b,639464,Landing Page Submission,Organic Search,350,0,4,88.5
9b1eab82-096b-4d25-965e-a980854c930b,639460,Landing Page Submission,Google,125,0,6,34.4
3bd2d19e-e64e-4e39-8e4e-aa713c35e0ba,639459,API,Olark Chat,20,0,0,0
a857faa9-5356-44fb-8eaa-0baf9bc17275,639458,API,Organic Search,110,60,7,237.67
f50f98db-9c40-449f-9673-903a7b5d05b5,639455,API,Google,140,90,3,129.33
f90c3f5a-1c51-460a-b381-d0586afc5565,639449,Landing Page Submission,Google,130,60,7,102.83
fd59d710-35e2-49f0-9565-7eaadc1347b6,639444,API,Google,80,30,3,367
6dda2d1a-2477-48f7-ab63-c1156d33249d,639435,API,Olark Chat,40,40,0,0
7f3ace82-0644-4790-80e7-1553e73b32ef,639434,API,Google,70,0,2,639.5
